symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	expressionAtlas	impc
PFKFB2	0.008492760407120667	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0698497299403665	No data
HOXB13	0.00848582377188947	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06979267874919104	No data
CHD5	0.008482064643949596	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06976176134909681	No data
PALLD	0.008464210565386755	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06961491833149526	No data
HDC	0.008461012722576041	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06958861728848775	No data
PDIA3	0.008455109073662	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06954006201758164	No data
ARHGDIB	0.008442478859986034	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06943618330535332	No data
CIMAP1C	0.008432525055769089	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06935431704478509	No data
MTMR11	0.008427630667488297	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06931406255940599	No data
TJP3	0.008423616777644565	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06928104983937682	No data
AMANZI	0.008411270500681097	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06917950639880782	No data
ENSG00000233542	0.008408707967109047	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06915843053308333	No data
PDCD1LG2	0.008407709000904503	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06915021441532396	No data
IL1RL2	0.00838932031241552	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06899897443405284	No data
CAMSAP3	0.008387220966033672	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06898170810711156	No data
SLC38A5	0.008383723731663892	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06895294468219938	No data
MS4A3	0.008371151698174697	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06884954447991823	No data
MEI1	0.008347199723704249	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06865254858363738	No data
AIF1L	0.008341766746363955	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06860786440772758	No data
DACH1	0.008334671798519754	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.068549511155416	No data
CACNA2D2	0.008333346532847107	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06853861134841614	No data
GRAMD2B	0.008325474107453348	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06847386363844087	No data
GBA2	0.008316481867353032	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06839990587765919	No data
ASB16-AS1	0.008313174779844676	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06837270633849003	No data
SCMH1	0.008311703304038524	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06836060400865303	No data
LINC01555	0.008309776702233682	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06834475844027246	No data
POLR3GL	0.008303084388596628	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06828971670144836	No data
GNLY	0.008286672262085714	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06815473319201446	No data
REEP4	0.00828139372838874	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06811131925643402	No data
CRACD	0.00827167821055203	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0680314128108741	No data
ALOX5	0.008268190270957524	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06800272583195965	No data
ECEL1	0.008267934509851286	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0680006222939645	No data
SLC20A2	0.008256944775178549	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06791023589870446	No data
GPC1-AS1	0.008248504168212076	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06784081511101256	No data
CKMT1A	0.008243750719860192	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0678017198030387	No data
ITGA2	0.008239816715044519	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06776936410703574	No data
ROR1	0.00823725061362276	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06774825889710195	No data
GRAMD2A	0.008237139029917136	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06774734116348767	No data
MGAM2	0.008236805919217926	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06774460145445732	No data
DMRT2	0.008222263351052247	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06762499435260616	No data
CPNE7	0.00821925449368483	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06760024764311852	No data
ASAP1	0.008219230698623651	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06760005193777449	No data
EPHB1	0.0082152150356978	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06756702463481808	No data
UQCC3	0.008206298916730635	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06749369294145598	No data
DTX1	0.008203659205464514	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06747198231849945	No data
CAVIN3	0.008193594023029058	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06738920001437045	No data
RNASE3	0.008179811752757907	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06727584607404287	No data
MIGA2	0.008176121053951322	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06724549147758976	No data
PYM1	0.00817320741054285	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06722152786676497	No data
TMEM138	0.008172806467763168	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06721823026462624	No data
TSIX	0.00817036192640881	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06719812484009469	No data
LAPTM5	0.008168389527974934	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06718190261182773	No data
PALM2AKAP2	0.008167217394037309	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06717226225520956	No data
CCDC175	0.00815545989878694	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0670755613206907	No data
TWF1	0.008150501234275026	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0670347781877141	No data
KREMEN1	0.008143155175750066	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06697435964539135	No data
GSE1	0.00813692554107264	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06692312326534694	No data
HAPLN1	0.008136505042231033	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06691966482202363	No data
MOGAT3	0.008128524699319488	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06685402953143711	No data
SOX2-OT	0.008125140128239398	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06682619271930829	No data
GGT6	0.008118780099642243	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06677388389878018	No data
RERGL	0.00811665850491033	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06675643458760654	No data
GALNT13	0.00811406567256684	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06673510952599035	No data
AK1	0.00811389871169986	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06673373633624871	No data
RHOJ	0.008107905704636905	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06668444612849397	No data
LY96	0.008100642205700479	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0666247066074419	No data
ZSWIM6	0.008096792299114777	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06659304258745125	No data
GPNMB	0.008090026554556689	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06653739690718082	No data
ATP2C2	0.008087170342843808	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06651390565024745	No data
SSTR2	0.008086883771765002	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06651154871192543	No data
LCP1	0.00807861843292656	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06644356943804332	No data
THRB	0.00807260858482528	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06639414071914232	No data
ADGRG1	0.008070278318117775	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06637497516019499	No data
IRX3	0.008063097921934227	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06631591912773407	No data
TTC19	0.008057955009602866	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06627362062639505	No data
OVOL2	0.00805146164393438	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06622021515907875	No data
CD300LD	0.008041975405465583	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06614219444927043	No data
CLDN7	0.008040119476899194	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06612693014144395	No data
RABGAP1L-DT	0.00804010678488568	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06612682575445153	No data
CSNK2B	0.00803942090873424	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06612118468350943	No data
NPY2R	0.008039102024690319	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06611856198331746	No data
STMND1	0.00803856437337076	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06611414000534176	No data
SCFD2	0.008038310004259638	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06611204791597795	No data
CCDC60	0.008036771464233145	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06609939400839061	No data
LEISA1	0.008030930752058948	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06605135636827482	No data
NDUFB7	0.008030015457557488	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06604382841850606	No data
FAM131A	0.008026804252413741	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06601741747538258	No data
CCK	0.008023188551151295	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06598767970525603	No data
ACIN1	0.008018585580480955	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06594982201908169	No data
CENPX	0.008012708347408111	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06590148400844022	No data
DUSP23	0.00801113972722234	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06588858270296324	No data
TEK	0.008010589194733107	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06588405478225749	No data
ERH	0.007995576911599932	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06576058445313324	No data
LINC02232	0.007990326871773085	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06571740486881647	No data
TREML4	0.00798967366768919	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06571203251322548	No data
RBKS	0.007981951450150768	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06564852020583163	No data
ENSG00000280265	0.007978670866391032	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0656215386499323	No data
